Region,Fuel,Year,ModalType,Value,,Unit,Source,Updated at,Updated by
DE_NRW,Mobility_Passenger_Rail,2025,MT_PSNG_RAIL_CONV,0.1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Rail,2030,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Rail,2030,MT_PSNG_RAIL_CONV,0.05,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Rail,2035,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Rail,2040,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Rail,2045,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Rail,2050,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Rail,2055,MT_PSNG_RAIL_RE,0.85,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Rail,2060,MT_PSNG_RAIL_RE,0.85,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2015,MT_PSNG_ROAD_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2020,MT_PSNG_ROAD_RE,0.02,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2020,MT_PSNG_ROAD_CONV,0.96,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2025,MT_PSNG_ROAD_RE,0.035,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2025,MT_PSNG_ROAD_CONV,0.92,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2030,MT_PSNG_ROAD_RE,0.06,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2030,MT_PSNG_ROAD_CONV,0.75,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2035,MT_PSNG_ROAD_RE,0.13,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2035,MT_PSNG_ROAD_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2040,MT_PSNG_ROAD_RE,0.24,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2040,MT_PSNG_ROAD_CONV,0.25,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2045,MT_PSNG_ROAD_RE,0.38,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2050,MT_PSNG_ROAD_RE,0.51,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2055,MT_PSNG_ROAD_RE,0.51,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_NRW,Mobility_Passenger_Road,2060,MT_PSNG_ROAD_RE,0.51,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2015,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2015,MT_FRT_RAIL_CONV,0.562,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2020,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2020,MT_FRT_RAIL_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2025,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2025,MT_FRT_RAIL_CONV,0.4,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2030,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2030,MT_FRT_RAIL_CONV,0.28,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2035,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2035,MT_FRT_RAIL_CONV,0.12,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2040,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2040,MT_FRT_RAIL_CONV,0.02,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2045,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2050,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2055,MT_FRT_RAIL_RE,0.438,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Rail,2060,MT_FRT_RAIL_RE,0.438,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2015,MT_FRT_ROAD_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2020,MT_FRT_ROAD_CONV,0.98,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2025,MT_FRT_ROAD_CONV,0.92,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2030,MT_FRT_ROAD_RE,0.01,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2030,MT_FRT_ROAD_CONV,0.7,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2035,MT_FRT_ROAD_RE,0.02,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2035,MT_FRT_ROAD_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2040,MT_FRT_ROAD_RE,0.03,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2040,MT_FRT_ROAD_CONV,0.3,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2045,MT_FRT_ROAD_RE,0.08,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2050,MT_FRT_ROAD_RE,0.21,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2055,MT_FRT_ROAD_RE,0.21,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Road,2060,MT_FRT_ROAD_RE,0.21,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2015,MT_FRT_SHIP_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2020,MT_FRT_SHIP_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2025,MT_FRT_SHIP_CONV,0.92,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2030,MT_FRT_SHIP_CONV,0.75,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2030,MT_FRT_SHIP_RE,0.05,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2035,MT_FRT_SHIP_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2035,MT_FRT_SHIP_RE,0.11,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2040,MT_FRT_SHIP_CONV,0.25,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2040,MT_FRT_SHIP_RE,0.23,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2045,MT_FRT_SHIP_RE,0.43,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2050,MT_FRT_SHIP_RE,0.61,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2055,MT_FRT_SHIP_RE,0.61,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Freight_Ship,2060,MT_FRT_SHIP_RE,0.61,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2015,MT_PSNG_AIR_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2020,MT_PSNG_AIR_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2025,MT_PSNG_AIR_CONV,0.99,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2030,MT_PSNG_AIR_CONV,0.75,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2035,MT_PSNG_AIR_RE,0.01,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2035,MT_PSNG_AIR_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2040,MT_PSNG_AIR_RE,0.08,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2040,MT_PSNG_AIR_CONV,0.25,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2045,MT_PSNG_AIR_RE,0.19,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2050,MT_PSNG_AIR_RE,0.4,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2055,MT_PSNG_AIR_RE,0.4,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Air,2060,MT_PSNG_AIR_RE,0.4,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2015,MT_PSNG_BUS_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2020,MT_PSNG_BUS_RE,0.02,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2020,MT_PSNG_BUS_CONV,0.96,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2025,MT_PSNG_BUS_RE,0.035,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2025,MT_PSNG_BUS_CONV,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2030,MT_PSNG_BUS_RE,0.06,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2030,MT_PSNG_BUS_CONV,0.7,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2035,MT_PSNG_BUS_RE,0.13,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2035,MT_PSNG_BUS_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2040,MT_PSNG_BUS_RE,0.24,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2040,MT_PSNG_BUS_CONV,0.25,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2045,MT_PSNG_BUS_RE,0.38,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2050,MT_PSNG_BUS_RE,0.51,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2055,MT_PSNG_BUS_RE,0.51,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Bus,2060,MT_PSNG_BUS_RE,0.51,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2015,MT_PSNG_Metro_RE,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2020,MT_PSNG_Metro_RE,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2025,MT_PSNG_Metro_RE,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2030,MT_PSNG_Metro_RE,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2035,MT_PSNG_Metro_RE,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2040,MT_PSNG_Metro_RE,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2045,MT_PSNG_Metro_RE,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2050,MT_PSNG_Metro_RE,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2055,MT_PSNG_Metro_RE,1,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Metro,2060,MT_PSNG_Metro_RE,1,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2015,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2015,MT_PSNG_RAIL_CONV,0.15,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2020,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2020,MT_PSNG_RAIL_CONV,0.14,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2025,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2025,MT_PSNG_RAIL_CONV,0.1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2030,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2030,MT_PSNG_RAIL_CONV,0.05,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2035,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2040,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2045,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2050,MT_PSNG_RAIL_RE,0.85,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2055,MT_PSNG_RAIL_RE,0.85,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Rail,2060,MT_PSNG_RAIL_RE,0.85,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2015,MT_PSNG_ROAD_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2020,MT_PSNG_ROAD_RE,0.02,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2020,MT_PSNG_ROAD_CONV,0.96,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2025,MT_PSNG_ROAD_RE,0.035,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2025,MT_PSNG_ROAD_CONV,0.92,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2030,MT_PSNG_ROAD_RE,0.06,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2030,MT_PSNG_ROAD_CONV,0.75,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2035,MT_PSNG_ROAD_RE,0.13,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2035,MT_PSNG_ROAD_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2040,MT_PSNG_ROAD_RE,0.24,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2040,MT_PSNG_ROAD_CONV,0.25,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2045,MT_PSNG_ROAD_RE,0.38,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2050,MT_PSNG_ROAD_RE,0.51,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2055,MT_PSNG_ROAD_RE,0.51,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,Mobility_Passenger_Road,2060,MT_PSNG_ROAD_RE,0.51,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2015,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2015,MT_FRT_RAIL_CONV,0.562,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2020,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2020,MT_FRT_RAIL_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2025,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2025,MT_FRT_RAIL_CONV,0.4,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2030,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2030,MT_FRT_RAIL_CONV,0.28,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2035,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2035,MT_FRT_RAIL_CONV,0.12,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2040,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2040,MT_FRT_RAIL_CONV,0.02,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2045,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2050,MT_FRT_RAIL_RE,0.438,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2055,MT_FRT_RAIL_RE,0.438,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Rail,2060,MT_FRT_RAIL_RE,0.438,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2015,MT_FRT_ROAD_CONV,1,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2020,MT_FRT_ROAD_CONV,0.98,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2025,MT_FRT_ROAD_CONV,0.92,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2030,MT_FRT_ROAD_RE,0.01,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2030,MT_FRT_ROAD_CONV,0.7,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2035,MT_FRT_ROAD_RE,0.02,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2035,MT_FRT_ROAD_CONV,0.5,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2040,MT_FRT_ROAD_RE,0.03,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2040,MT_FRT_ROAD_CONV,0.3,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2045,MT_FRT_ROAD_RE,0.08,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2050,MT_FRT_ROAD_RE,0.21,,Fraction,Needs update,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2055,MT_FRT_ROAD_RE,0.21,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SH,Mobility_Freight_Road,2060,MT_FRT_ROAD_RE,0.21,,Fraction,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
